sample_id,Observed,Shannon,Simpson,Pielou,sample_id_clean,sample_type,include_qc,include_biological_analysis,diet_code,diet_label,hydrolysate_percent,fishmeal_percent,timepoint_day,tank,fish,group,forward_raw,reverse_raw,forward_symlink,reverse_symlink,treatment,treatment_label,timepoint_label,pairs_processed,pairs_written,reads.out,merged,nonchim,raw_to_nonchim_pct,timepoint,hydro_group,diet_label_short,diet_time,tax_level
X1.4t7,46,1.41661369381528,0.426412472739603,0.370004277526311,Ctrl_D07_Tk1_F04,Intestine,yes,yes,Ctrl,control,0,30,7,1,4,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.4t7/X1.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.4t7/X1.4t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.4t7/X1.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.4t7/X1.4t7.raw_2.fastq.gz,Ctrl,control,D07,76027,76027,68881,67564,65525,86.1864863798387,D07,Ctrl,Control,Ctrl_D07,ASV
X1.4t90,16,1.5832757683134,0.715386677082981,0.57104602482635,Ctrl_D90_Tk1_F04,Intestine,yes,yes,Ctrl,control,0,30,90,1,4,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.4t90/X1.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.4t90/X1.4t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.4t90/X1.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.4t90/X1.4t90.raw_2.fastq.gz,Ctrl,control,D90,65964,65964,59942,59779,57543,87.233945788612,D90,Ctrl,Control,Ctrl_D90,ASV
X1.5t30,16,1.49119890264575,0.67003966804061,0.537836315456521,Ctrl_D30_Tk1_F05,Intestine,yes,yes,Ctrl,control,0,30,30,1,5,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.5t30/X1.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.5t30/X1.5t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.5t30/X1.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.5t30/X1.5t30.raw_2.fastq.gz,Ctrl,control,D30,78607,78607,72906,72437,71077,90.4207004465251,D30,Ctrl,Control,Ctrl_D30,ASV
X1.5t7,64,2.86887399085097,0.819940238597898,0.689818379922672,Ctrl_D07_Tk1_F05,Intestine,yes,yes,Ctrl,control,0,30,7,1,5,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.5t7/X1.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.5t7/X1.5t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.5t7/X1.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.5t7/X1.5t7.raw_2.fastq.gz,Ctrl,control,D07,66218,66218,59708,57357,56215,84.8938355130025,D07,Ctrl,Control,Ctrl_D07,ASV
X1.5t90,10,1.48566601658139,0.725235399608076,0.645216552952482,Ctrl_D90_Tk1_F05,Intestine,yes,yes,Ctrl,control,0,30,90,1,5,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.5t90/X1.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X1.5t90/X1.5t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.5t90/X1.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X1.5t90/X1.5t90.raw_2.fastq.gz,Ctrl,control,D90,64173,64173,59591,59366,56855,88.5964502204977,D90,Ctrl,Control,Ctrl_D90,ASV
X2.1t30,25,1.76627330802048,0.711515842067575,0.548723655126646,Ctrl_D30_Tk2_F01,Intestine,yes,yes,Ctrl,control,0,30,30,2,1,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.1t30/X2.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.1t30/X2.1t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.1t30/X2.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.1t30/X2.1t30.raw_2.fastq.gz,Ctrl,control,D30,64301,64301,59077,58925,53953,83.9069376837063,D30,Ctrl,Control,Ctrl_D30,ASV
X2.1t7,78,2.77119038267238,0.848839962282903,0.636074269112459,Ctrl_D07_Tk2_F01,Intestine,yes,yes,Ctrl,control,0,30,7,2,1,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.1t7/X2.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.1t7/X2.1t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.1t7/X2.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.1t7/X2.1t7.raw_2.fastq.gz,Ctrl,control,D07,62030,62030,54110,46426,43573,70.2450427212639,D07,Ctrl,Control,Ctrl_D07,ASV
X2.1t90,9,0.388132498994083,0.176152039406424,0.176646712856558,Ctrl_D90_Tk2_F01,Intestine,yes,yes,Ctrl,control,0,30,90,2,1,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.1t90/X2.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.1t90/X2.1t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.1t90/X2.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.1t90/X2.1t90.raw_2.fastq.gz,Ctrl,control,D90,63727,63727,59564,59477,57773,90.6570213567248,D90,Ctrl,Control,Ctrl_D90,ASV
X2.2t30,8,1.2331848175591,0.609016225827339,0.593036540264024,Ctrl_D30_Tk2_F02,Intestine,yes,yes,Ctrl,control,0,30,30,2,2,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.2t30/X2.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.2t30/X2.2t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.2t30/X2.2t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.2t30/X2.2t30.raw_2.fastq.gz,Ctrl,control,D30,62029,62029,55250,55199,54720,88.2168018185043,D30,Ctrl,Control,Ctrl_D30,ASV
X2.2t7,10,1.32910964023826,0.621577870077378,0.577224982599894,Ctrl_D07_Tk2_F02,Intestine,yes,yes,Ctrl,control,0,30,7,2,2,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.2t7/X2.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.2t7/X2.2t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.2t7/X2.2t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.2t7/X2.2t7.raw_2.fastq.gz,Ctrl,control,D07,65290,65290,60049,60007,57825,88.566396079032,D07,Ctrl,Control,Ctrl_D07,ASV
X2.2t90,13,1.18551565368979,0.557474355098661,0.462198464168925,Ctrl_D90_Tk2_F02,Intestine,yes,yes,Ctrl,control,0,30,90,2,2,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.2t90/X2.2t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.2t90/X2.2t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.2t90/X2.2t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.2t90/X2.2t90.raw_2.fastq.gz,Ctrl,control,D90,47463,47463,44008,43494,42420,89.3748814866317,D90,Ctrl,Control,Ctrl_D90,ASV
X2.3t30,19,1.26258043039047,0.586157960160795,0.428801696799946,Ctrl_D30_Tk2_F03,Intestine,yes,yes,Ctrl,control,0,30,30,2,3,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.3t30/X2.3t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.3t30/X2.3t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.3t30/X2.3t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.3t30/X2.3t30.raw_2.fastq.gz,Ctrl,control,D30,65270,65270,59527,59314,58075,88.9765589091466,D30,Ctrl,Control,Ctrl_D30,ASV
X2.3t7,13,1.38217065900926,0.660778269850625,0.538868595977723,Ctrl_D07_Tk2_F03,Intestine,yes,yes,Ctrl,control,0,30,7,2,3,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.3t7/X2.3t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.3t7/X2.3t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.3t7/X2.3t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.3t7/X2.3t7.raw_2.fastq.gz,Ctrl,control,D07,63348,63348,58787,58697,56945,89.8923407210962,D07,Ctrl,Control,Ctrl_D07,ASV
X2.3t90,11,0.874423392449215,0.417057846607188,0.364662878470398,Ctrl_D90_Tk2_F03,Intestine,yes,yes,Ctrl,control,0,30,90,2,3,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.3t90/X2.3t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.3t90/X2.3t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.3t90/X2.3t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.3t90/X2.3t90.raw_2.fastq.gz,Ctrl,control,D90,60140,60140,55623,55503,53666,89.235118057865,D90,Ctrl,Control,Ctrl_D90,ASV
X2.4t30,7,1.19426601331175,0.60979211246294,0.613731324589441,Ctrl_D30_Tk2_F04,Intestine,yes,yes,Ctrl,control,0,30,30,2,4,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.4t30/X2.4t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.4t30/X2.4t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.4t30/X2.4t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.4t30/X2.4t30.raw_2.fastq.gz,Ctrl,control,D30,65068,65068,58373,58286,57890,88.9684637609885,D30,Ctrl,Control,Ctrl_D30,ASV
X2.4t7,52,1.68061736131392,0.543675831181144,0.425338825193323,Ctrl_D07_Tk2_F04,Intestine,yes,yes,Ctrl,control,0,30,7,2,4,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.4t7/X2.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.4t7/X2.4t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.4t7/X2.4t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.4t7/X2.4t7.raw_2.fastq.gz,Ctrl,control,D07,79128,79128,72511,64535,63680,80.4772014963098,D07,Ctrl,Control,Ctrl_D07,ASV
X2.4t90,10,0.0245501777259394,0.00585473712528961,0.0106620067161196,Ctrl_D90_Tk2_F04,Intestine,yes,yes,Ctrl,control,0,30,90,2,4,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.4t90/X2.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.4t90/X2.4t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.4t90/X2.4t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.4t90/X2.4t90.raw_2.fastq.gz,Ctrl,control,D90,83523,83523,79340,79231,79207,94.832561090957,D90,Ctrl,Control,Ctrl_D90,ASV
X2.5t30,10,1.24446915819643,0.606012393329395,0.540466088303494,Ctrl_D30_Tk2_F05,Intestine,yes,yes,Ctrl,control,0,30,30,2,5,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t30/X2.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t30/X2.5t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t30/X2.5t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t30/X2.5t30.raw_2.fastq.gz,Ctrl,control,D30,63981,63981,58343,58293,57897,90.4909269939513,D30,Ctrl,Control,Ctrl_D30,ASV
X2.5t7,15,1.21649321720431,0.596568939676137,0.449213687659548,Ctrl_D07_Tk2_F05,Intestine,yes,yes,Ctrl,control,0,30,7,2,5,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t7/X2.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t7/X2.5t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t7/X2.5t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t7/X2.5t7.raw_2.fastq.gz,Ctrl,control,D07,65788,65788,59504,59134,58859,89.4676840761233,D07,Ctrl,Control,Ctrl_D07,ASV
X2.5t90,12,0.121997020434462,0.0376710503247019,0.0490952126692044,Ctrl_D90_Tk2_F05,Intestine,yes,yes,Ctrl,control,0,30,90,2,5,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t90/X2.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t90/X2.5t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t90/X2.5t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t90/X2.5t90.raw_2.fastq.gz,Ctrl,control,D90,31070,31070,28762,28661,28644,92.1918249114902,D90,Ctrl,Control,Ctrl_D90,ASV
X3.1t30,39,2.39377120595272,0.859996733882862,0.653400007198352,Ctrl_D30_Tk3_F01,Intestine,yes,yes,Ctrl,control,0,30,30,3,1,Ctrl_D30,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t30/X3.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t30/X3.1t30.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t30/X3.1t30.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t30/X3.1t30.raw_2.fastq.gz,Ctrl,control,D30,69434,69434,63060,62100,60633,87.3246536279056,D30,Ctrl,Control,Ctrl_D30,ASV
X3.1t7,82,2.77183292757137,0.844465746450931,0.629001479795238,Ctrl_D07_Tk3_F01,Intestine,yes,yes,Ctrl,control,0,30,7,3,1,Ctrl_D07,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t7/X3.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t7/X3.1t7.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t7/X3.1t7.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t7/X3.1t7.raw_2.fastq.gz,Ctrl,control,D07,62299,62299,55044,47055,35698,57.3010802741617,D07,Ctrl,Control,Ctrl_D07,ASV
X3.1t90,30,0.52649047973407,0.180747657180366,0.154795626555721,Ctrl_D90_Tk3_F01,Intestine,yes,yes,Ctrl,control,0,30,90,3,1,Ctrl_D90,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t90/X3.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t90/X3.1t90.raw_2.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t90/X3.1t90.raw_1.fastq.gz,/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t90/X3.1t90.raw_2.fastq.gz,Ctrl,control,D90,43001,43001,39579,39190,39087,90.8978860956722,D90,Ctrl,Control,Ctrl_D90,ASV
